1	0.0	0.0	20.0	0
2	1.0	0.0	20.0	0
3	2.0	0.0	20.0	0
4	3.0	0.0	20.0	0
5	4.0	0.0	20.0	0
6	5.0	0.0	20.0	0
7	6.0	0.0	20.0	0
8	7.0	0.0	20.0	0
9	8.0	0.0	20.0	0
10	9.0	0.0	20.0	0
11	10.0	0.0	20.0	0
12	11.0	0.0	20.0	0
13	12.0	0.0	20.0	0
14	13.0	0.0	20.0	0
15	14.0	0.0	20.0	0
16	15.0	0.0	20.0	0
17	16.0	0.0	20.0	0
18	17.0	0.0	20.0	0
19	18.0	0.0	20.0	0
20	19.0	0.0	20.0	0
21	20.0	0.0	20.0	0
22	0.0	5.0	20.0	0
23	1.0	5.0	20.0	0
24	2.0	5.0	20.0	0
25	3.0	5.0	20.0	0
26	4.0	5.0	20.0	0
27	5.0	5.0	20.0	0
28	6.0	5.0	20.0	0
29	7.0	5.0	20.0	0
30	8.0	5.0	20.0	0
31	9.0	5.0	20.0	0
32	10.0	5.0	20.0	0
33	11.0	5.0	20.0	0
34	12.0	5.0	20.0	0
35	13.0	5.0	20.0	0
36	14.0	5.0	20.0	0
37	15.0	5.0	20.0	0
38	16.0	5.0	20.0	0
39	17.0	5.0	20.0	0
40	18.0	5.0	20.0	0
41	19.0	5.0	20.0	0
42	20.0	5.0	20.0	0
43	0.0	10.0	20.0	0
44	1.0	10.0	20.0	0
45	2.0	10.0	20.0	0
46	3.0	10.0	20.0	0
47	4.0	10.0	20.0	0
48	5.0	10.0	20.0	0
49	6.0	10.0	20.0	0
50	7.0	10.0	20.0	0
51	8.0	10.0	20.0	0
52	9.0	10.0	20.0	0
53	10.0	10.0	20.0	0
54	11.0	10.0	20.0	0
55	12.0	10.0	20.0	0
56	13.0	10.0	20.0	0
57	14.0	10.0	20.0	0
58	15.0	10.0	20.0	0
59	16.0	10.0	20.0	0
60	17.0	10.0	20.0	0
61	18.0	10.0	20.0	0
62	19.0	10.0	20.0	0
63	20.0	10.0	20.0	0
64	0.0	15.0	20.0	0
65	1.0	15.0	20.0	0
66	2.0	15.0	20.0	0
67	3.0	15.0	20.0	0
68	4.0	15.0	20.0	0
69	5.0	15.0	20.0	0
70	6.0	15.0	20.0	0
71	7.0	15.0	20.0	0
72	8.0	15.0	20.0	0
73	9.0	15.0	20.0	0
74	10.0	15.0	20.0	0
75	11.0	15.0	20.0	0
76	12.0	15.0	20.0	0
77	13.0	15.0	20.0	0
78	14.0	15.0	20.0	0
79	15.0	15.0	20.0	0
80	16.0	15.0	20.0	0
81	17.0	15.0	20.0	0
82	18.0	15.0	20.0	0
83	19.0	15.0	20.0	0
84	20.0	15.0	20.0	0
85	0.0	20.0	20.0	0
86	1.0	20.0	20.0	0
87	2.0	20.0	20.0	0
88	3.0	20.0	20.0	0
89	4.0	20.0	20.0	0
90	5.0	20.0	20.0	0
91	6.0	20.0	20.0	0
92	7.0	20.0	20.0	0
93	8.0	20.0	20.0	0
94	9.0	20.0	20.0	0
95	10.0	20.0	20.0	0
96	11.0	20.0	20.0	0
97	12.0	20.0	20.0	0
98	13.0	20.0	20.0	0
99	14.0	20.0	20.0	0
100	15.0	20.0	20.0	0
101	16.0	20.0	20.0	0
102	17.0	20.0	20.0	0
103	18.0	20.0	20.0	0
104	19.0	20.0	20.0	0
105	20.0	20.0	20.0	0
106	0.0	0.0	15.0	0
107	1.0	0.0	15.0	0
108	2.0	0.0	15.0	0
109	3.0	0.0	15.0	0
110	4.0	0.0	15.0	0
111	5.0	0.0	15.0	0
112	6.0	0.0	15.0	0
113	7.0	0.0	15.0	0
114	8.0	0.0	15.0	0
115	9.0	0.0	15.0	0
116	10.0	0.0	15.0	0
117	11.0	0.0	15.0	0
118	12.0	0.0	15.0	0
119	13.0	0.0	15.0	0
120	14.0	0.0	15.0	0
121	15.0	0.0	15.0	0
122	16.0	0.0	15.0	0
123	17.0	0.0	15.0	0
124	18.0	0.0	15.0	0
125	19.0	0.0	15.0	0
126	20.0	0.0	15.0	0
127	0.0	5.0	15.0	0
128	1.0	5.0	15.0	0
129	2.0	5.0	15.0	0
130	3.0	5.0	15.0	0
131	4.0	5.0	15.0	0
132	5.0	5.0	15.0	0
133	6.0	5.0	15.0	0
134	7.0	5.0	15.0	0
135	8.0	5.0	15.0	0
136	9.0	5.0	15.0	0
137	10.0	5.0	15.0	0
138	11.0	5.0	15.0	0
139	12.0	5.0	15.0	0
140	13.0	5.0	15.0	0
141	14.0	5.0	15.0	0
142	15.0	5.0	15.0	0
143	16.0	5.0	15.0	0
144	17.0	5.0	15.0	0
145	18.0	5.0	15.0	0
